;Adj Close;Adj Close;Adj Close;Close;Close;Close;High;High;High;Low;Low;Low;Open;Open;Open;Volume;Volume;Volume
;BTC-USD;TSLA;^GSPC;BTC-USD;TSLA;^GSPC;BTC-USD;TSLA;^GSPC;BTC-USD;TSLA;^GSPC;BTC-USD;TSLA;^GSPC;BTC-USD;TSLA;^GSPC
Date;;;;;;;;;;;;;;;;;;
2020-01-14;8827,7646484375;35,861331939697266;3283,14990234375;8827,7646484375;35,861331939697266;3283,14990234375;8879,51171875;36,49399948120117;3294,25;8140,93310546875;34,99333190917969;3277,18994140625;8140,93310546875;36,284000396728516;3285,35009765625;44841784107;434943000,0;3687620000,0
2020-01-15;8807,0107421875;34,56666564941406;3289,2900390625;8807,0107421875;34,56666564941406;3289,2900390625;8890,1171875;35,85599899291992;3298,659912109375;8657,1875;34,452667236328125;3280,68994140625;8825,34375;35,31733322143555;3282,27001953125;40102834650;260532000,0;3721490000,0
2020-01-16;8723,7861328125;34,232666015625;3316,81005859375;8723,7861328125;34,232666015625;3316,81005859375;8846,4609375;34,297332763671875;3317,110107421875;8612,095703125;32,81133270263672;3302,820068359375;8812,4814453125;32,91666793823242;3302,969970703125;31313981931;326050500,0;3540580000,0
2020-01-17;8929,0380859375;34,03333282470703;3329,6201171875;8929,0380859375;34,03333282470703;3329,6201171875;8958,1220703125;34,37799835205078;3329,8798828125;8677,31640625;33,54399871826172;3318,860107421875;8725,2099609375;33,840667724609375;3323,659912109375;36372139320;204436500,0;3726220000,0
2020-01-18;8942,80859375;;;8942,80859375;;;9012,1982421875;;;8827,33203125;;;8927,2119140625;;;32337772627;;
2020-01-19;8706,2451171875;;;8706,2451171875;;;9164,3623046875;;;8620,080078125;;;8941,4453125;;;34217320471;;
2020-01-20;8657,642578125;;;8657,642578125;;;8745,5908203125;;;8560,4736328125;;;8704,6318359375;;;26422375678;;
2020-01-21;8745,89453125;36,47999954223633;3320,7900390625;8745,89453125;36,47999954223633;3320,7900390625;8755,7060546875;36,571998596191406;3329,7900390625;8544,5205078125;35,227333068847656;3316,610107421875;8658,9912109375;35,349998474121094;3321,030029296875;24097418512;267052500,0;4104840000,0
2020-01-22;8680,8759765625;37,97066879272461;3321,75;8680,8759765625;37,97066879272461;3321,75;8792,994140625;39,633331298828125;3337,77001953125;8636,7470703125;37,27333450317383;3320,0400390625;8744,2109375;38,125999450683594;3330,02001953125;22600204051;470535000,0;3623780000,0
2020-01-23;8406,515625;38,14666748046875;3325,5400390625;8406,515625;38,14666748046875;3325,5400390625;8687,7470703125;38,79999923706055;3326,8798828125;8333,6376953125;37,040000915527344;3301,8701171875;8680,650390625;37,616668701171875;3315,77001953125;25770680779;294765000,0;3766710000,0
2020-01-24;8445,4345703125;37,654666900634766;3295,469970703125;8445,4345703125;37,654666900634766;3295,469970703125;8514,6669921875;38,25733184814453;3333,179931640625;8266,8408203125;36,95066833496094;3281,530029296875;8405,5673828125;38,04199981689453;3333,10009765625;24397913026;215304000,0;3708780000,0
2020-01-25;8367,84765625;;;8367,84765625;;;8458,453125;;;8296,21875;;;8440,119140625;;;19647331549;;
2020-01-26;8596,830078125;;;8596,830078125;;;8602,4013671875;;;8325,498046875;;;8364,41015625;;;22177678796;;
2020-01-27;8909,8193359375;37,201332092285156;3243,6298828125;8909,8193359375;37,201332092285156;3243,6298828125;8977,7265625;37,62933349609375;3258,85009765625;8597,30859375;35,95199966430664;3234,5;8597,30859375;36,132667541503906;3247,159912109375;28647338393;204121500,0;3831050000,0
2020-01-28;9358,58984375;37,793331146240234;3276,239990234375;9358,58984375;37,793331146240234;3276,239990234375;9358,58984375;38,45399856567383;3285,780029296875;8908,447265625;37,2053337097168;3253,219970703125;8912,5244140625;37,89933395385742;3255,35009765625;34398744403;176827500,0;3531570000,0
2020-01-29;9316,6298828125;38,732666015625;3273,39990234375;9316,6298828125;38,732666015625;3273,39990234375;9406,431640625;39,31999969482422;3293,469970703125;9269,4677734375;37,82866668701172;3271,889892578125;9357,470703125;38,37933349609375;3289,4599609375;30682598115;267022500,0;3600250000,0
2020-01-30;9508,9931640625;42,72066879272461;3283,659912109375;9508,9931640625;42,72066879272461;3283,659912109375;9553,1259765625;43,391998291015625;3285,909912109375;9230,8974609375;41,20000076293945;3242,800048828125;9316,0166015625;42,16133117675781;3256,449951171875;32378792851;435085500,0;3790350000,0
2020-01-31;9350,529296875;43,371334075927734;3225,52001953125;9350,529296875;43,371334075927734;3225,52001953125;9521,7060546875;43,53333282470703;3282,330078125;9230,7763671875;42,167999267578125;3214,679931640625;9508,3134765625;42,66666793823242;3282,330078125;29432489719;235789500,0;4529700000,0
2020-02-01;9392,875;;;9392,875;;;9439,3232421875;;;9313,2392578125;;;9346,357421875;;;25922656496;;
2020-02-02;9344,365234375;;;9344,365234375;;;9468,7978515625;;;9217,82421875;;;9389,8203125;;;30835736946;;
2020-02-03;9293,521484375;52,0;3248,919921875;9293,521484375;52,0;3248,919921875;9540,3720703125;52,409332275390625;3268,43994140625;9248,6337890625;44,90133285522461;3235,659912109375;9344,68359375;44,91266632080078;3235,659912109375;30934096509;705975000,0;3760460000,0
2020-02-04;9180,962890625;59,137332916259766;3297,590087890625;9180,962890625;59,137332916259766;3297,590087890625;9331,265625;64,59933471679688;3306,919921875;9112,8115234375;55,59199905395508;3280,610107421875;9292,841796875;58,86399841308594;3280,610107421875;29893183716;914082000,0;3996900000,0
2020-02-05;9613,423828125;48,97999954223633;3334,68994140625;9613,423828125;48,97999954223633;3334,68994140625;9701,2998046875;56,39866638183594;3337,580078125;9163,7041015625;46,94066619873047;3313,75;9183,416015625;54,88399887084961;3324,909912109375;35222060874;726357000,0;4121480000,0
2020-02-06;9729,8017578125;49,930667877197266;3345,780029296875;9729,8017578125;49,930667877197266;3345,780029296875;9824,619140625;53,05533218383789;3347,9599609375;9539,818359375;45,79999923706055;3334,389892578125;9617,8212890625;46,66133117675781;3344,919921875;37628823716;598212000,0;3887250000,0
2020-02-07;9795,943359375;49,871334075927734;3327,7099609375;9795,943359375;49,871334075927734;3327,7099609375;9834,716796875;51,31666564941406;3341,419921875;9726,0029296875;48,66666793823242;3322,1201171875;9726,0029296875;48,70333480834961;3335,5400390625;34522718159;255952500,0;3733920000,0
2020-02-08;9865,119140625;;;9865,119140625;;;9876,7490234375;;;9678,91015625;;;9793,0703125;;;35172043762;;
2020-02-09;10116,673828125;;;10116,673828125;;;10129,435546875;;;9850,392578125;;;9863,89453125;;;35807884663;;
2020-02-10;9856,611328125;51,41866683959961;3352,090087890625;9856,611328125;51,41866683959961;3352,090087890625;10165,765625;54,66600036621094;3352,260009765625;9784,5634765625;50,15999984741211;3317,77001953125;10115,5595703125;53,33333206176758;3318,280029296875;39386548075;370338000,0;3462730000,0
2020-02-11;10208,236328125;51,62533187866211;3357,75;10208,236328125;51,62533187866211;3357,75;10210,052734375;52,23400115966797;3375,6298828125;9729,3349609375;50,53333282470703;3352,719970703125;9855,8916015625;51,25266647338867;3365,8701171875;37648059389;175462500,0;3762940000,0
2020-02-12;10326,0546875;51,15266799926758;3379,449951171875;10326,0546875;51,15266799926758;3379,449951171875;10393,611328125;52,650001525878906;3381,469970703125;10202,3876953125;50,891334533691406;3369,719970703125;10202,3876953125;51,858001708984375;3370,5;43444303830;180337500,0;3930910000,0
2020-02-13;10214,3798828125;53,599998474121094;3373,93994140625;10214,3798828125;53,599998474121094;3373,93994140625;10457,626953125;54,53333282470703;3385,090087890625;10116,1611328125;49,0;3360,52001953125;10323,9609375;49,45600128173828;3365,89990234375;49356071373;394339500,0;3500890000,0
2020-02-14;10312,1162109375;53,33533477783203;3380,159912109375;10312,1162109375;53,33533477783203;3380,159912109375;10321,99609375;54,198001861572266;3380,68994140625;10125,5341796875;52,366668701171875;3366,14990234375;10211,55078125;52,4813346862793;3378,080078125;43338264162;235405500,0;3419700000,0
2020-02-15;9889,4248046875;;;9889,4248046875;;;10341,5556640625;;;9874,427734375;;;10313,8564453125;;;43865054831;;
2020-02-16;9934,43359375;;;9934,43359375;;;10053,96875;;;9722,38671875;;;9889,1796875;;;43374780305;;
2020-02-17;9690,142578125;;;9690,142578125;;;9938,8154296875;;;9507,6376953125;;;9936,560546875;;;45998298413;;
2020-02-18;10141,99609375;57,22666549682617;3370,2900390625;10141,99609375;57,22666549682617;3370,2900390625;10161,935546875;57,33333206176758;3375,010009765625;9632,3828125;55,490665435791016;3355,610107421875;9691,23046875;56,106666564941406;3369,0400390625;47271023953;245725500,0;3750400000,0
2020-02-19;9633,38671875;61,16133117675781;3386,14990234375;9633,38671875;61,16133117675781;3386,14990234375;10191,67578125;62,98533248901367;3393,52001953125;9611,2236328125;60,06800079345703;3378,830078125;10143,798828125;61,56666564941406;3380,389892578125;46992019710;381345000,0;3614200000,0
2020-02-20;9608,4755859375;59,96066665649414;3373,22998046875;9608,4755859375;59,96066665649414;3373,22998046875;9643,216796875;60,79999923706055;3389,14990234375;9507,900390625;57,3293342590332;3341,02001953125;9629,3251953125;60,79666519165039;3380,449951171875;44925260237;264523500,0;4019180000,0
2020-02-21;9686,44140625;60,06666564941406;3337,75;9686,44140625;60,06666564941406;3337,75;9723,0146484375;60,87066650390625;3360,760009765625;9589,7431640625;58,6966667175293;3328,449951171875;9611,7822265625;60,46533203125;3360,5;40930547513;214722000,0;3908780000,0
2020-02-22;9663,181640625;;;9663,181640625;;;9698,2314453125;;;9600,728515625;;;9687,70703125;;;35838025154;;
2020-02-23;9924,515625;;;9924,515625;;;9937,404296875;;;9657,791015625;;;9663,318359375;;;41185185761;;
2020-02-24;9650,1748046875;55,58599853515625;3225,889892578125;9650,1748046875;55,58599853515625;3225,889892578125;9951,74609375;57,56666564941406;3259,81005859375;9537,04296875;54,813331604003906;3214,64990234375;9921,5830078125;55,93333435058594;3257,610107421875;45080496648;227883000,0;4851160000,0
2020-02-25;9341,705078125;53,32733154296875;3128,2099609375;9341,705078125;53,32733154296875;3128,2099609375;9652,7373046875;57,106666564941406;3246,989990234375;9305,021484375;52,46666717529297;3118,77001953125;9651,3125;56,599998474121094;3238,93994140625;42515259129;259357500,0;5596760000,0
2020-02-26;8820,5224609375;51,91999816894531;3116,389892578125;8820,5224609375;51,91999816894531;3116,389892578125;9354,7783203125;54,22066879272461;3182,510009765625;8704,4267578125;51,740665435791016;3108,989990234375;9338,2900390625;52,16666793823242;3139,89990234375;50420050762;211282500,0;5484650000,0
2020-02-27;8784,494140625;45,266666412353516;2978,760009765625;8784,494140625;45,266666412353516;2978,760009765625;8932,892578125;49,31800079345703;3097,070068359375;8577,19921875;44,599998474121094;2977,389892578125;8825,09375;48,66666793823242;3062,5400390625;45470195695;364158000,0;7064710000,0
2020-02-28;8672,455078125;44,53266525268555;2954,219970703125;8672,455078125;44,53266525268555;2954,219970703125;8890,4560546875;46,03466796875;2959,719970703125;8492,9326171875;40,768001556396484;2855,840087890625;8788,728515625;41,97999954223633;2916,89990234375;44605450443;363343500,0;8569570000,0
2020-02-29;8599,5087890625;;;8599,5087890625;;;8775,6318359375;;;8599,5087890625;;;8671,212890625;;;35792392544;;
2020-03-01;8562,4541015625;;;8562,4541015625;;;8726,796875;;;8471,212890625;;;8599,7587890625;;;35349164300;;
2020-03-02;8869,669921875;49,574668884277344;3090,22998046875;8869,669921875;49,574668884277344;3090,22998046875;8921,30859375;49,5793342590332;3090,9599609375;8532,630859375;45,77799987792969;2945,18994140625;8563,2646484375;47,41733169555664;2974,280029296875;42857674409;302925000,0;6381330000,0
2020-03-03;8787,7861328125;49,70066833496094;3003,3701171875;8787,7861328125;49,70066833496094;3003,3701171875;8901,5986328125;53,798667907714844;3136,719970703125;8704,990234375;47,740665435791016;2976,6298828125;8865,3876953125;53,66666793823242;3096,4599609375;42386715821;386760000,0;6376510000,0
2020-03-04;8755,24609375;49,96666717529297;3130,1201171875;8755,24609375;49,96666717529297;3130,1201171875;8843,3662109375;51,10133361816406;3130,969970703125;8712,431640625;48,31533432006836;3034,3798828125;8788,5419921875;50,930667877197266;3045,75;34746706368;225735000,0;5073020000,0
2020-03-05;9078,7626953125;48,30266571044922;3023,93994140625;9078,7626953125;48,30266571044922;3023,93994140625;9142,0546875;49,71666717529297;3083,0400390625;8757,25390625;47,871334075927734;2999,830078125;8760,28515625;48,2513313293457;3075,699951171875;39698054597;162790500,0;5579290000,0
2020-03-06;9122,5458984375;46,89866638183594;2972,3701171875;9122,5458984375;46,89866638183594;2972,3701171875;9167,6953125;47,133331298828125;2985,929931640625;9032,0791015625;45,61800003051758;2901,5400390625;9078,30859375;46,0;2954,199951171875;40826885651;189943500,0;6555240000,0
2020-03-07;8909,9541015625;;;8909,9541015625;;;9163,220703125;;;8890,744140625;;;9121,6005859375;;;36216930370;;
2020-03-08;8108,1162109375;;;8108,1162109375;;;8914,34375;;;8105,2529296875;;;8908,2060546875;;;39973102121;;
2020-03-09;7923,64453125;40,53333282470703;2746,56005859375;7923,64453125;40,53333282470703;2746,56005859375;8177,79345703125;44,20000076293945;2863,889892578125;7690,09814453125;40,33333206176758;2734,429931640625;8111,146484375;40,35933303833008;2863,889892578125;46936995808;256105500,0;8441290000,0
2020-03-10;7909,7294921875;43,02199935913086;2882,22998046875;7909,7294921875;43,02199935913086;2882,22998046875;8136,9453125;44,53333282470703;2882,590087890625;7814,76318359375;40,53333282470703;2734,0;7922,14697265625;43,96200180053711;2813,47998046875;42213940994;233916000,0;7642040000,0
2020-03-11;7911,43017578125;42,28200149536133;2741,3798828125;7911,43017578125;42,28200149536133;2741,3798828125;7950,814453125;43,571998596191406;2825,60009765625;7642,8125;40,866668701171875;2707,219970703125;7910,08984375;42,68000030517578;2825,60009765625;38682762605;199837500,0;7431200000,0
2020-03-12;4970,7880859375;37,369998931884766;2480,639892578125;4970,7880859375;37,369998931884766;2480,639892578125;7929,1162109375;39,633331298828125;2660,949951171875;4860,35400390625;36,41666793823242;2478,860107421875;7913,6162109375;38,72600173950195;2630,860107421875;53980357243;283636500,0;8850810000,0
2020-03-13;5563,70703125;36,44133377075195;2711,02001953125;5563,70703125;36,44133377075195;2711,02001953125;5838,11474609375;40,50466537475586;2711,330078125;4106,98095703125;33,46666717529297;2492,3701171875;5017,8310546875;39,66666793823242;2569,989990234375;74156772075;339604500,0;8299070000,0
2020-03-14;5200,3662109375;;;5200,3662109375;;;5625,2265625;;;5125,0693359375;;;5573,07763671875;;;36154506008;;
2020-03-15;5392,31494140625;;;5392,31494140625;;;5836,64501953125;;;5169,283203125;;;5201,06689453125;;;33997889639;;
2020-03-16;5014,47998046875;29,67133331298828;2386,1298828125;5014,47998046875;29,67133331298828;2386,1298828125;5385,2294921875;32,9913330078125;2562,97998046875;4575,35791015625;29,47800064086914;2380,93994140625;5385,2294921875;31,299999237060547;2508,590087890625;45368026430;307342500,0;7805450000,0
2020-03-17;5225,62939453125;28,68000030517578;2529,18994140625;5225,62939453125;28,68000030517578;2529,18994140625;5371,3486328125;31,456666946411133;2553,929931640625;4981,9091796875;26,399999618530273;2367,0400390625;5002,578125;29,333999633789062;2425,659912109375;38622642935;359919000,0;8370250000,0
2020-03-18;5238,4384765625;24,08133316040039;2398,10009765625;5238,4384765625;24,08133316040039;2398,10009765625;5331,833984375;26,99066734313965;2453,570068359375;5069,3359375;23,367332458496094;2280,52001953125;5227,11376953125;25,933332443237305;2436,5;37878801016;356793000,0;8799300000,0
2020-03-19;6191,19287109375;28,50933265686035;2409,389892578125;6191,19287109375;28,50933265686035;2409,389892578125;6329,73583984375;30,133333206176758;2466,969970703125;5236,96875;23,8973331451416;2319,780029296875;5245,41650390625;24,979999542236328;2393,47998046875;51000731797;452932500,0;7956100000,0
2020-03-20;6198,7783203125;28,50200080871582;2304,919921875;6198,7783203125;28,50200080871582;2304,919921875;6844,26171875;31,799999237060547;2453,010009765625;5865,78173828125;28,38599967956543;2295,56005859375;6191,65380859375;29,213333129882812;2431,93994140625;54442976103;424282500,0;9053950000,0
2020-03-21;6185,06640625;;;6185,06640625;;;6378,13525390625;;;5932,8232421875;;;6206,521484375;;;42494390880;;
2020-03-22;5830,2548828125;;;5830,2548828125;;;6359,697265625;;;5823,7138671875;;;6185,55810546875;;;40099664740;;
2020-03-23;6416,31494140625;28,952667236328125;2237,39990234375;6416,31494140625;28,952667236328125;2237,39990234375;6443,9345703125;29,46666717529297;2300,72998046875;5785,00439453125;27,366666793823242;2191,860107421875;5831,37451171875;28,906667709350586;2290,7099609375;46491916000;246817500,0;7411380000,0
2020-03-24;6734,8037109375;33,66666793823242;2447,330078125;6734,8037109375;33,66666793823242;2447,330078125;6789,02294921875;34,24599838256836;2449,7099609375;6411,06640625;31,600000381469727;2344,43994140625;6436,642578125;31,81999969482422;2344,43994140625;48221910672;343428000,0;7563150000,0
2020-03-25;6681,06298828125;35,95000076293945;2475,56005859375;6681,06298828125;35,95000076293945;2475,56005859375;6892,51123046875;37,133331298828125;2571,419921875;6536,92626953125;34,07400131225586;2407,530029296875;6738,716796875;36,349998474121094;2457,77001953125;44590107888;318340500,0;8300010000,0
2020-03-26;6716,4404296875;35,21066665649414;2630,070068359375;6716,4404296875;35,21066665649414;2630,070068359375;6735,4638671875;37,33333206176758;2637,010009765625;6590,962890625;34,150001525878906;2500,719970703125;6675,1708984375;36,49266815185547;2501,2900390625;35319797642;260710500,0;7766990000,0
2020-03-27;6469,79833984375;34,29066848754883;2541,469970703125;6469,79833984375;34,29066848754883;2541,469970703125;6793,83642578125;35,0533332824707;2615,909912109375;6466,70166015625;32,935333251953125;2520,02001953125;6719,38916015625;33,66666793823242;2555,8701171875;34585598367;215661000,0;6201670000,0
2020-03-28;6242,19384765625;;;6242,19384765625;;;6467,5009765625;;;6117,837890625;;;6467,25390625;;;34885225901;;
2020-03-29;5922,04296875;;;5922,04296875;;;6250,46728515625;;;5920,0859375;;;6245,62451171875;;;28373690931;;
2020-03-30;6429,841796875;33,47533416748047;2626,64990234375;6429,841796875;33,47533416748047;2626,64990234375;6517,19580078125;34,44333267211914;2631,800048828125;5903,234375;32,7486686706543;2545,280029296875;5925,53857421875;34,017333984375;2558,97998046875;37101651525;179971500,0;5751120000,0
2020-03-31;6438,64453125;34,93333435058594;2584,590087890625;6438,64453125;34,93333435058594;2584,590087890625;6504,51513671875;36,19733428955078;2641,389892578125;6374,162109375;33,133331298828125;2571,14990234375;6430,6064453125;33,41666793823242;2614,68994140625;32786468812;266572500,0;6576210000,0
2020-04-01;6606,7763671875;32,104000091552734;2470,5;6606,7763671875;32,104000091552734;2470,5;6612,57373046875;34,26333236694336;2522,75;6202,37353515625;31,67333221435547;2447,489990234375;6437,3193359375;33,599998474121094;2498,080078125;40346426266;200298000,0;5964000000,0
2020-04-02;6793,62451171875;30,29800033569336;2526,89990234375;6793,62451171875;30,29800033569336;2526,89990234375;7088,24755859375;32,95066833496094;2533,219970703125;6595,91845703125;29,760000228881836;2455,7900390625;6606,7763671875;32,068668365478516;2458,5400390625;47660646124;297876000,0;6464190000,0
2020-04-03;6733,38720703125;32,000667572021484;2488,64990234375;6733,38720703125;32,000667572021484;2488,64990234375;7003,220703125;34,36600112915039;2538,179931640625;6673,3359375;31,22599983215332;2459,9599609375;6797,396484375;33,96666717529297;2514,919921875;38976504903;338431500,0;6096970000,0
2020-04-04;6867,52734375;;;6867,52734375;;;6878,95361328125;;;6696,48486328125;;;6738,3828125;;;33185988584;;
2020-04-05;6791,12939453125;;;6791,12939453125;;;6883,4140625;;;6715,92919921875;;;6862,53759765625;;;29510409856;;
2020-04-06;7271,78125;34,41600036621094;2663,679931640625;7271,78125;34,41600036621094;2663,679931640625;7271,78125;34,733333587646484;2676,85009765625;6782,8896484375;33,19733428955078;2574,570068359375;6788,0498046875;34,08000183105469;2578,280029296875;46896904615;223527000,0;6403840000,0
2020-04-07;7176,41455078125;36,36333465576172;2659,409912109375;7176,41455078125;36,36333465576172;2659,409912109375;7427,939453125;37,66666793823242;2756,889892578125;7136,71435546875;35,48933410644531;2657,669921875;7273,64404296875;36,33333206176758;2738,64990234375;44243482668;268797000,0;7050410000,0
2020-04-08;7334,0986328125;36,589332580566406;2749,97998046875;7334,0986328125;36,589332580566406;2749,97998046875;7356,2236328125;37,14733123779297;2760,75;7153,3056640625;35,55533218383789;2663,300048828125;7179,283203125;36,9466667175293;2685,0;37563249549;189840000,0;5875710000,0
2020-04-09;7302,08935546875;38,20000076293945;2789,820068359375;7302,08935546875;38,20000076293945;2789,820068359375;7341,4482421875;38,345333099365234;2818,570068359375;7179,09423828125;37,14066696166992;2762,360107421875;7337,96630859375;37,4726676940918;2776,989990234375;34815139178;204750000,0;7899550000,0
2020-04-10;6865,4931640625;;;6865,4931640625;;;7303,8154296875;;;6802,47509765625;;;7303,8154296875;;;43622840992;;
2020-04-11;6859,0830078125;;;6859,0830078125;;;6926,06982421875;;;6789,9208984375;;;6867,4404296875;;;31222085946;;
2020-04-12;6971,091796875;;;6971,091796875;;;7119,947265625;;;6811,078125;;;6858,06787109375;;;35759567632;;
2020-04-13;6845,03759765625;43,39666748046875;2761,6298828125;6845,03759765625;43,39666748046875;2761,6298828125;6965,61669921875;43,46666717529297;2782,4599609375;6668,259765625;38,70199966430664;2721,169921875;6965,61669921875;39,34400177001953;2782,4599609375;38619308647;337131000,0;5319530000,0
2020-04-14;6842,427734375;47,32600021362305;2846,06005859375;6842,427734375;47,32600021362305;2846,06005859375;6958,55712890625;49,45866775512695;2851,85009765625;6793,8212890625;46,1619987487793;2805,10009765625;6843,28173828125;46,597999572753906;2805,10009765625;34110434052;458647500,0;5615730000,0
2020-04-15;6642,10986328125;48,65533447265625;2783,360107421875;6642,10986328125;48,65533447265625;2783,360107421875;6928,66455078125;50,20866775512695;2801,8798828125;6633,40283203125;47,33333206176758;2761,5400390625;6845,5615234375;49,46666717529297;2795,639892578125;32288311031;353655000,0;5208000000,0
2020-04-16;7116,80419921875;49,680667877197266;2799,550048828125;7116,80419921875;49,680667877197266;2799,550048828125;7134,45068359375;50,630001068115234;2806,510009765625;6555,50439453125;47,11466598510742;2764,320068359375;6640,4541015625;47,79600143432617;2799,340087890625;46783242377;309868500,0;5228810000,0
2020-04-17;7096,1845703125;50,259334564208984;2874,56005859375;7096,1845703125;50,259334564208984;2874,56005859375;7167,18310546875;51,663333892822266;2879,219970703125;7050,33203125;49,84400177001953;2830,8798828125;7116,552734375;51,48533248901367;2842,429931640625;32513423567;196923000,0;5804810000,0
2020-04-18;7257,6650390625;;;7257,6650390625;;;7269,95654296875;;;7089,2470703125;;;7092,29150390625;;;32447188386;;
2020-04-19;7189,4248046875;;;7189,4248046875;;;7280,52197265625;;;7167,0546875;;;7260,92236328125;;;31311210215;;
2020-04-20;6881,95849609375;49,75733184814453;2823,159912109375;6881,95849609375;49,75733184814453;2823,159912109375;7240,29052734375;51,03799819946289;2868,97998046875;6835,5029296875;47,48066711425781;2820,429931640625;7186,87353515625;48,8466682434082;2845,6201171875;37747113936;221199000,0;5228630000,0
2020-04-21;6880,3232421875;45,781333923339844;2736,56005859375;6880,3232421875;45,781333923339844;2736,56005859375;6934,5517578125;50,22200012207031;2785,5400390625;6834,4423828125;44,919334411621094;2727,10009765625;6879,7841796875;48,67466735839844;2784,81005859375;32589741511;303136500,0;5121010000,0
2020-04-22;7117,20751953125;48,807334899902344;2799,31005859375;7117,20751953125;48,807334899902344;2799,31005859375;7145,86572265625;48,93333435058594;2815,10009765625;6867,78173828125;45,91400146484375;2775,949951171875;6879,4404296875;46,93199920654297;2787,889892578125;33249153866;212482500,0;5084920000,0
2020-04-23;7429,724609375;47,04199981689453;2797,800048828125;7429,724609375;47,04199981689453;2797,800048828125;7491,78515625;48,93333435058594;2844,89990234375;7081,5947265625;46,87533187866211;2794,260009765625;7121,30615234375;48,50666809082031;2810,419921875;43500782316;198550500,0;5773530000,0
2020-04-24;7550,90087890625;48,34333419799805;2836,739990234375;7550,90087890625;48,34333419799805;2836,739990234375;7574,19580078125;48,71533203125;2842,7099609375;7434,181640625;46,54533386230469;2791,760009765625;7434,181640625;47,387332916259766;2812,639892578125;34636526286;198180000,0;5382810000,0
2020-04-25;7569,93603515625;;;7569,93603515625;;;7641,36376953125;;;7521,67236328125;;;7550,48291015625;;;32941541447;;
2020-04-26;7679,8671875;;;7679,8671875;;;7700,59423828125;;;7561,40771484375;;;7570,13916015625;;;33070154491;;
